Class,Energy,Contrast,Correlation,Variance,Homogeniety/IDM,Sum Avg,Sum Variance,Sum Entropy,Entropy,Diff Variance,Diff Entropy,Info Measure of Correl I,Info Measure of Correl II,Maximal Correl Coeff,Autocorrelation,Cluster Prominence,Cluster Shade,Dissimilarity,Max Prob,Inverse Diff,Inverse Diff Normalized,Inverse Moment Normalized,SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,m(L5E5/E5L5),m(L5R5/R5L5),m(E5S5_S5E5),m(S5S5),m(R5R5),m(L5S5/S5L5),m(E5E5),m(E5R5/R5E5),m(S5R5/R5S5),s(L5E5/E5L5),s(L5R5/R5L5),s(E5S5_S5E5),s(S5S5),s(R5R5),s(L5S5/S5L5),s(E5E5),s(E5R5/R5E5),s(S5R5/R5S5),Skewness,Kurtosis
nor,0.05876193,0.557459677,0.929818452,29.70262884,0.764818548,10.17641129,118.8881048,2.627391349,4.400435126,0.451864919,0.813886741,-0.476787912,0.967666482,0.14143018,,722.6145453,-0.274872298,0.545362903,0.116935484,0.747647849,0.940780792,0.989870579,0.129886995,24.68236703,335.691847,90.6895319,2.592773438,0.718248262,3.660762314,0.078380068,0.788370086,17.68126671,90.19870625,103.6640625,74.70703125,48.67578125,18.30761719,15.36035156,86.50195313,95.62402344,29.84179688,13.69726563,18.59191941,14.15574543,6.347070913,12.97290582,13.68504511,12.341657,7.643801076,8.972274525,10.610213,0.97377606,6.496640479
nor,0.063126992,0.586693548,0.917934559,28.34824691,0.770766129,9.985887097,113.4294355,2.588963043,4.371829906,0.482358871,0.840000582,-0.460246998,0.962666648,0.139556395,,669.6996498,-2.822453971,0.557459677,0.101814516,0.753108199,0.940300179,0.988588745,0.13648773,23.44727633,404.9528711,97.92611935,2.759765625,0.763768415,3.537813469,0.098567224,0.609341016,17.6814395,83.84497082,88.92578125,74.78515625,47.88671875,20.66503906,20.12011719,86.22460938,97.99609375,32.84375,15.50292969,17.12125031,14.17950948,4.65141206,18.33704627,14.90785891,8.704702197,8.218630587,9.966572151,11.20592159,0.442358615,6.371164244
nor,0.069113391,0.537298387,0.923262555,16.92808877,0.783366935,7.359879032,67.63407258,2.555192866,4.290959296,0.440272177,0.813904566,-0.474506164,0.964731631,0.149771408,,727.4832113,-3.176842599,0.556451613,0.107862903,0.753007392,0.940434588,0.988579622,0.130855222,24.25734423,325.0162382,92.27880627,2.54296875,0.709368307,4.283221698,0.085243002,0.750881839,16.68756662,116.8209244,88.48535156,74.80371094,46.03222656,19.48828125,18.94921875,85.13671875,96.83398438,33.96386719,16.23242188,14.53936869,14.36271809,5.086596782,16.99589027,15.74638624,16.33622522,7.215576334,8.373711365,10.46916376,-0.411251496,7.535030741
nor,0.063818004,0.73891129,0.915243082,33.6738045,0.74034037,10.85987903,134.6340726,2.588811045,4.485832634,0.615675403,0.919418094,-0.437251382,0.958515106,0.14333161,,730.2684246,4.671349454,0.579637097,0.106854839,0.740608199,0.937793255,0.988309526,0.136967778,23.68000191,273.9329497,85.96727933,2.413085938,0.674887834,4.076294691,0.084403223,0.6676183,15.42924495,106.7444404,80.07714844,73.31835938,44.1484375,20.68945313,19.59472656,89.39355469,88.11621094,31.46386719,15.4375,15.81403263,13.8887567,5.438942157,13.97535686,13.81176099,16.24464922,9.602187346,9.024132137,9.465526013,0.064771752,4.597497284
nor,0.072669562,0.717741935,0.868865656,11.92819903,0.745018975,6.094758065,47.375,2.411667172,4.233252964,0.597278226,0.906285132,-0.376252136,0.927038922,0.164578126,,723.7933871,-3.47552591,0.793346774,0.098790323,0.686014305,0.918171815,0.979869417,0.126842176,24.34259665,355.4816875,99.76995665,2.673828125,0.738650352,3.193753232,0.079073207,0.657199772,17.9198952,79.27060228,89.87402344,76.82324219,53.84472656,27.98632813,23.92871094,87.7890625,101.4257813,38.39355469,20.15039063,12.60808933,11.94771618,4.88565599,9.058242683,13.99621219,15.31548437,5.464839388,7.148222142,8.837505301,-0.280805914,2.032399071
nor,0.04379644,1.825604839,0.813375452,18.63039472,0.61002454,7.444556452,73.16028226,2.632303555,5.048205781,1.603578629,1.264974324,-0.258445536,0.881186916,0.118713458,,634.4962833,1.085316169,0.992943548,0.076612903,0.626276882,0.899040811,0.972894006,0.142767329,24.04881457,447.0355253,101.9760563,2.943359375,0.793788805,2.412081906,0.10581549,0.412056875,18.72834728,61.12310048,104.6591797,80.03613281,67.47265625,37.37109375,27.58007813,87.61425781,99.12011719,48.34667969,26.35742188,15.88926032,14.41831083,3.158204059,13.97440572,16.68448675,19.81252692,8.713715678,4.347604246,7.537262771,-0.168495652,2.329602219
nor,0.047433399,0.890120968,0.916310862,27.28122637,0.708568548,9.404233871,108.8215726,2.683123908,4.723908961,0.747227823,0.990918686,-0.420211953,0.958634046,0.118422546,,695.513208,1.246166391,0.618951613,0.102822581,0.724546371,0.933549202,0.987543639,0.133561281,23.78382359,401.1513555,98.29651091,2.784179688,0.757802081,3.121847844,0.094701824,0.563050033,17.2878238,80.90718473,101.4931641,75.1640625,56.67675781,27.78417969,18.47753906,88.29199219,96.19042969,43.04882813,21.42578125,16.72932068,14.47982639,4.01783006,19.14433646,19.88346528,17.5564901,6.008824733,6.459093911,9.801058217,-0.262563967,1.990177495
nor,0.039693048,1.137096774,0.878747924,25.1527454,0.677798861,9.078629032,100.0403226,2.696544432,4.920486733,0.971270161,1.076792652,-0.349655291,0.935783817,0.115616667,,692.901986,-1.242425929,0.752016129,0.091733871,0.697093414,0.92189842,0.981538079,0.139779395,23.36236567,347.5686678,93.51408053,2.6484375,0.733739746,3.260226411,0.094381866,0.537217376,16.43830031,84.8092217,104.0341797,74.93261719,67.44921875,33.79101563,15.96777344,88.8203125,98.83691406,37.07519531,17.97949219,20.07449156,12.59233259,4.739419388,16.63988485,17.92627729,14.95800248,6.190461146,6.741141233,9.393027836,0.068610404,2.160546447
nor,0.072669562,0.717741935,0.868865656,11.92819903,0.745018975,6.094758065,47.375,2.411667172,4.233252964,0.597278226,0.906285132,-0.376252136,0.927038922,0.164578126,,723.7933871,-3.47552591,0.793346774,0.098790323,0.686014305,0.918171815,0.979869417,0.126842176,24.34259665,355.4816875,99.76995665,2.673828125,0.738650352,3.193753232,0.079073207,0.657199772,17.9198952,79.27060228,89.87402344,76.82324219,53.84472656,27.98632813,23.92871094,87.7890625,101.4257813,38.39355469,20.15039063,12.60808933,11.94771618,4.88565599,9.058242683,13.99621219,15.31548437,5.464839388,7.148222142,8.837505301,-0.280805914,2.032399071
nor,0.045121557,0.992943548,0.88450811,19.90603736,0.699211338,7.932459677,79.12600806,2.652682603,4.760133705,0.841985887,1.028449489,-0.375854583,0.94315711,0.116835059,,675.795795,-1.084922877,0.734879032,0.09375,0.704334677,0.923679569,0.981967127,0.131880533,23.52001286,370.4105382,96.89402352,2.681640625,0.750167638,3.3870848,0.085301763,0.568896073,17.381963,95.61580508,97.92382813,72.09960938,59.44140625,32.86425781,15.91503906,89.484375,97.87792969,39.23828125,18.62695313,13.13617531,14.19051905,3.515090619,13.80839835,17.49462186,14.64593629,8.045067099,7.084303044,10.56868927,0.889692927,7.084016178
nor,0.103021755,0.788306452,0.880574074,10.78823557,0.74375,5.504032258,42.70766129,2.327875326,4.112442151,0.664314516,0.950217876,-0.376355426,0.922713692,0.164952829,,703.6350976,1.678198339,0.746975806,0.096774194,0.698084677,0.922187602,0.981956476,0.117402548,24.55288544,346.9879652,96.33380687,2.646484375,0.735531932,3.285530275,0.071706812,0.663622722,17.90392267,79.62331429,96.65429688,74.53515625,55.48535156,31.46191406,15.95996094,85.921875,99.56738281,35.984375,17.31347656,11.79905125,14.16480384,4.537203683,14.87394271,15.50381938,16.45811199,5.601915645,6.535385261,8.848190224,0.273773689,3.938128023
nor,0.088404819,1.226814516,0.708154006,8.053057271,0.66769769,4.910282258,31.29133065,2.181148788,4.174828218,1.053175403,1.112995872,-0.202750095,0.781106603,0.165329359,,598.796059,2.643400511,1.269153226,0.068548387,0.57672571,0.876176064,0.958966333,0.143462014,24.39710661,541.7675586,108.0179616,3.177734375,0.837558971,1.951734193,0.113260052,0.327457944,20.29240149,48.94140453,105.8662109,82.72070313,71.62109375,42.76757813,34.28613281,87.69042969,99.23046875,53.61425781,32.40527344,18.32167416,14.59777382,3.678979063,10.87974677,15.82674864,15.42031323,8.008871297,3.830208863,5.934495746,-0.338423119,4.691010671
nor,0.047498435,1.373991935,0.773821326,34.10229492,0.634208966,11.17842742,135.7328629,2.496892302,4.761285264,1.180191532,1.143566482,-0.250599463,0.862779503,0.140947237,,638.0192053,2.401534991,1.066532258,0.086693548,0.620732527,0.893584731,0.968354796,0.140843496,23.73222128,495.0053429,107.1102593,3.05859375,0.81549966,2.193919995,0.109170983,0.356732821,18.75221972,58.49530132,106.6523438,82.62597656,63.74707031,36.02050781,30.07421875,92.79003906,97.71777344,52.97558594,30.65722656,15.00201084,13.19562232,3.861164393,12.69845297,17.95154193,15.70354997,6.610656143,3.600825208,5.893967704,0.376105702,4.07093132
nor,0.043373703,1.399193548,0.871764534,24.24936208,0.652594512,8.701612903,96.14112903,2.674105635,4.95981262,1.212197581,1.161113706,-0.337009705,0.930614586,0.1188367,,681.6149126,0.455980522,0.796370968,0.092741935,0.679233871,0.917185973,0.980572742,0.138837463,23.74122048,510.4888272,106.8520128,3.041992188,0.823459201,2.576439706,0.109920683,0.45098147,19.29083406,69.34854113,94.92773438,79.51464844,59.70507813,31.49902344,22.24609375,91.00292969,98.06054688,46.81933594,24.30273438,14.56528283,14.50120231,3.762448263,13.97780289,19.83535116,19.92614372,6.764782899,4.232540093,8.626225843,-0.453319643,2.0604703
nor,0.045327336,1.78125,0.805240439,17.57507718,0.605271584,7.242943548,68.97076613,2.606378612,5.010922709,1.558719758,1.252080135,-0.258032334,0.879423431,0.118071347,,639.4444518,0.739145081,1.066532258,0.076612903,0.606451613,0.892134277,0.970147585,0.145469402,23.74147935,497.3479571,106.097239,3.061523438,0.818784783,2.194315312,0.114298719,0.370310106,19.01427562,57.62567578,109.7060547,79.99316406,71.34863281,40.30566406,25.08007813,87.109375,98.33886719,52.50976563,30.88378906,19.64895964,14.95008001,3.9876897,14.47752467,17.65715422,18.22145743,5.701618042,3.978731512,6.283557378,-0.647855035,6.083164468
nor,0.036921379,1.555443548,0.827339886,29.212867,0.616704222,9.972782258,115.9183468,2.670513799,5.058203437,1.34702621,1.195640687,-0.284005257,0.901422843,0.119156435,,660.9947,0.308436273,0.931451613,0.081653226,0.644086022,0.9048326,0.975145927,0.142831759,24.05798738,484.4227174,105.014789,3.028320313,0.810544895,2.277433556,0.110593594,0.374435278,19.17448934,60.31404189,100.6884766,78.12011719,73.91601563,39.16992188,25.65722656,89.82128906,107.9199219,50.87890625,28.35351563,18.45950527,14.52451458,3.261581018,13.17827338,20.01929817,17.68546572,3.620210438,4.212095641,7.40478471,-0.175228865,3.005603009
nor,0.057609058,0.882056452,0.838891081,33.63401745,0.711391129,11.14818548,134.3497984,2.469196054,4.45006105,0.740675403,0.986142617,-0.328264021,0.908743734,0.14193645,,697.9192397,1.600282472,0.883064516,0.090725806,0.670833333,0.910442358,0.97559277,0.141727956,24.45028331,458.5333911,102.3541168,2.956054688,0.792986088,2.526635272,0.104908624,0.440739045,19.00791895,65.75563406,90.17480469,81.66308594,62.34765625,37.17578125,22.25976563,90.97949219,105.2021484,43.11425781,22.91503906,12.09782793,14.55535753,2.80670949,10.49775284,17.49275644,19.90436242,4.767407353,5.067850343,8.941880817,-0.385342414,2.635581954
nor,0.056878923,0.740927419,0.87600834,28.87251922,0.732358871,10.20665323,115.3860887,2.531831746,4.43855663,0.614163306,0.92197979,-0.378281885,0.934825847,0.142765977,,667.7685445,0.429731688,0.75,0.080645161,0.696118952,0.921886201,0.981858775,0.138314238,23.21968057,420.4804267,100.9159472,2.860351563,0.770199461,2.782904535,0.09747852,0.491686993,17.38489335,67.26905768,84.25,77.984375,57.875,33.57324219,21.81835938,88.14257813,105.3925781,41.21484375,20.47167969,15.21193653,14.24594602,3.893808332,15.30361272,15.548461,15.98982417,6.875641496,6.32979284,9.2411976,0.053085917,3.34542125
nor,0.050481981,0.974798387,0.881071606,26.01424679,0.698748814,9.394153226,103.6683468,2.60182787,4.676873808,0.824344758,1.026489921,-0.365982534,0.936446952,0.1213303,,731.0593835,3.992349077,0.773185484,0.106854839,0.695329301,0.920176799,0.980411035,0.139485344,22.93233335,387.8823933,97.69514627,2.75390625,0.757362611,3.017367724,0.097756041,0.492468,16.64544007,80.17734468,87.41308594,72.98925781,55.63964844,34.05957031,21.39648438,88.70410156,99.87890625,40.04980469,20.00683594,15.04264211,14.43158941,3.597530378,12.8637726,15.43464959,14.23094822,4.855186818,5.466184333,8.530676915,-0.663128685,6.246643015
nor,0.075845677,0.59375,0.910227313,36.01106508,0.772076613,11.46875,144.1663306,2.471193408,4.198804389,0.489667339,0.850444173,-0.447297741,0.954465003,0.158489276,,744.5445374,5.658729569,0.607862903,0.099798387,0.738575269,0.935485907,0.986816531,0.134119169,24.00855449,409.351961,99.26381625,2.80078125,0.761843833,3.189031065,0.092244355,0.533460081,18.19975714,81.94034779,82.3671875,73.30175781,57.02050781,28.46191406,17.36425781,88.92675781,102.8701172,38.203125,18.08007813,15.45693453,14.16442255,3.747644978,10.44846624,16.39854584,20.07858471,5.818269478,5.629352696,9.924694192,-0.41054207,4.443155182
