Class,Energy,Contrast,Correlation,Variance,Homogeniety/IDM,Sum Avg,Sum Variance,Sum Entropy,Entropy,Diff Variance,Diff Entropy,Info Measure of Correl I,Info Measure of Correl II,Maximal Correl Coeff,Autocorrelation,Cluster Prominence,Cluster Shade,Dissimilarity,Max Prob,Inverse Diff,Inverse Diff Normalized,Inverse Moment Normalized,SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,m(L5E5/E5L5),m(L5R5/R5L5),m(E5S5_S5E5),m(S5S5),m(R5R5),m(L5S5/S5L5),m(E5E5),m(E5R5/R5E5),m(S5R5/R5S5),s(L5E5/E5L5),s(L5R5/R5L5),s(E5S5_S5E5),s(S5S5),s(R5R5),s(L5S5/S5L5),s(E5E5),s(E5R5/R5E5),s(S5R5/R5S5),Skewness,Kurtosis
nor,0.150413033,0.070154578,0.919670685,0.510885154,0.765407601,0.590420235,0.510058457,0.921566111,0.567721676,0.061910952,0.187786705,0.146387139,0.951906332,0.302612562,#DIV/0!,0.741175571,0.348457147,0.11781889,0.8125,0.802826724,0.861905769,0.934716387,0.414519935,0.762110869,0.257647238,0.323825193,0.295884316,0.28043881,0.551018395,0.179711664,0.65620149,0.506694038,0.448409512,0.815654609,0.497733022,0.214559721,0.003962285,0.079903148,0.398009504,0.509486151,0.124100143,0.085963788,0.607084958,0.69515669,0.931837067,0.383096103,0.054010806,0.386010035,0.672618885,0.782370854,0.822926291,0.952160137,0.756779978
nor,0.169792423,0.078775268,0.88115509,0.481536673,0.781225832,0.571599283,0.480585219,0.883153513,0.557183219,0.071741956,0.216766082,0.188351925,0.929612307,0.288460949,#DIV/0!,0.502192007,0.201083996,0.129503408,0.578125,0.823431648,0.856788759,0.904477134,0.571696968,0.441321166,0.492441694,0.567989248,0.486095662,0.536184418,0.512661515,0.496357258,0.413890621,0.506722209,0.381371426,0.365979381,0.501551091,0.191078175,0.09252669,0.311304183,0.372545503,0.604113912,0.213692402,0.160030444,0.487225643,0.69994598,0.547173073,0.90804071,0.138439291,0.129709063,0.768712454,0.914445992,0.926615663,0.700998459,0.73733973
nor,0.196370002,0.064209275,0.898423078,0.234070069,0.814739031,0.312188807,0.23332027,0.849397141,0.527389656,0.058173546,0.187806486,0.152175999,0.938819972,0.365609031,#DIV/0!,0.763164298,0.180583232,0.128529698,0.671875,0.82305125,0.858219787,0.904261923,0.437575406,0.651719837,0.221456988,0.37744766,0.239154616,0.230548608,0.745209731,0.287360209,0.60546219,0.34469002,0.729299798,0.352541565,0.502457882,0.135890729,0.048317863,0.254379718,0.272662064,0.55775449,0.247121914,0.189953533,0.276802671,0.736868948,0.645895698,0.776792728,0.196334934,0.667512493,0.601033062,0.702862153,0.79837518,0.297560164,0.91765956
nor,0.172860282,0.123662307,0.872432035,0.596937671,0.700305253,0.657936666,0.595076364,0.883001578,0.599182995,0.114722132,0.304898271,0.246692483,0.911100776,0.316972963,#DIV/0!,0.775743368,0.634587438,0.150925024,0.65625,0.776262221,0.830097913,0.897890194,0.583127892,0.501766905,0.048284946,0.16449535,0.091212458,0.036827167,0.680653821,0.274187855,0.492767305,0.139544454,0.622983094,0.09600143,0.429866845,0.079831444,0.093443886,0.285761762,0.66349861,0.209980911,0.172510274,0.157346579,0.380687594,0.64134909,0.725826033,0.481197798,0.062759832,0.661059012,1,0.789259235,0.623681428,0.522541107,0.46254247
nor,0.212158193,0.117419738,0.722123198,0.125726058,0.712748507,0.187213702,0.123934555,0.705930119,0.506130051,0.10879103,0.290324197,0.401449377,0.770749944,0.477435615,#DIV/0!,0.746499664,0.163304924,0.357351509,0.53125,0.570249206,0.62119137,0.698782937,0.342016563,0.673862418,0.324734679,0.630200724,0.388209121,0.39506375,0.40532356,0.190583894,0.478666116,0.545597904,0.333107391,0.394910911,0.601154966,0.368381285,0.367575302,0.496462992,0.516183986,0.740932642,0.379324415,0.350664958,0.119403687,0.250161291,0.600311831,0,0.07549516,0.595579547,0.308364438,0.540077234,0.514367789,0.359212132,0.065127411
nor,0.083971343,0.44411415,0.542279925,0.270957813,0.35371629,0.320553675,0.263158181,0.926476308,0.806367034,0.43321417,0.688373228,0.700328206,0.566297993,0.131046301,#DIV/0!,0.343200368,0.427141675,0.550146056,0.1875,0.344826805,0.417506437,0.534228778,0.721227085,0.597558494,0.63510164,0.704635012,0.695216908,0.704847795,0.16146219,0.610049914,0.14687202,0.677400735,0.141633603,0.846016328,0.758173054,0.773931997,0.720145284,0.673978066,0.500134493,0.648953991,0.676372009,0.605271591,0.386818639,0.748072835,0.208435507,0.481104717,0.261105552,0.91249203,0.851475243,0.168063878,0.288046842,0.412292877,0.111173603
nor,0.100118203,0.168252081,0.875892703,0.458415106,0.615804677,0.514140609,0.455705779,0.977275887,0.686892757,0.157133572,0.384244797,0.28992202,0.911631124,0.12884921,#DIV/0!,0.618775742,0.436446579,0.188899708,0.59375,0.715652044,0.784912111,0.879822468,0.502012223,0.528732475,0.479554579,0.58048634,0.513904338,0.502663797,0.382890927,0.435726536,0.351237063,0.442550608,0.350374927,0.749418986,0.520068725,0.452659111,0.359980922,0.231448512,0.562359903,0.532081499,0.51825945,0.402980292,0.455283435,0.760470379,0.403443583,0.987043607,0.481977209,0.753506158,0.399301825,0.44853854,0.682084353,0.36783375,0.058585949
nor,0.065753678,0.241082045,0.754151541,0.412292456,0.533969386,0.481975702,0.408292784,0.990690924,0.759314026,0.229363016,0.479541924,0.468926359,0.809743021,0.10765803,#DIV/0!,0.606982482,0.292485859,0.317429406,0.421875,0.612056824,0.660867976,0.738147684,0.650078249,0.419267348,0.297909589,0.419126086,0.359288098,0.367474523,0.426061484,0.430707836,0.316273279,0.30405186,0.39154521,0.826947143,0.508757696,0.773234525,0.585647724,0.109433604,0.610867031,0.637656317,0.339978433,0.261616728,0.727914369,0.380074124,0.567137732,0.741953386,0.346844275,0.57038733,0.429665769,0.486003619,0.611062355,0.524355354,0.084981503
nor,0.212158193,0.117419738,0.722123198,0.125726058,0.712748507,0.187213702,0.123934555,0.705930119,0.506130051,0.10879103,0.290324197,0.401449377,0.770749944,0.477435615,#DIV/0!,0.746499664,0.163304924,0.357351509,0.53125,0.570249206,0.62119137,0.698782937,0.342016563,0.673862418,0.324734679,0.630200724,0.388209121,0.39506375,0.40532356,0.190583894,0.478666116,0.545597904,0.333107391,0.394910911,0.601154966,0.368381285,0.367575302,0.496462992,0.516183986,0.740932642,0.379324415,0.350664958,0.119403687,0.250161291,0.600311831,0,0.07549516,0.595579547,0.308364438,0.540077234,0.514367789,0.359212132,0.065127411
nor,0.089854412,0.198573127,0.772820257,0.298600071,0.590918169,0.368751245,0.295369191,0.946847026,0.700238325,0.187682808,0.425893947,0.40245798,0.842620188,0.116859838,#DIV/0!,0.529724491,0.301597135,0.300876339,0.453125,0.639382124,0.679831603,0.748269187,0.461990174,0.460213,0.375343393,0.533166107,0.397107898,0.45977125,0.465638043,0.288281901,0.359149515,0.457898226,0.505565172,0.64051606,0.370304968,0.534931706,0.550830979,0.106869867,0.671837174,0.599400055,0.404534989,0.288174972,0.162442617,0.702164796,0.289396019,0.464858932,0.317040871,0.548395616,0.739698051,0.531586694,0.815698647,0.912420265,0.847783101
nor,0.346911614,0.1382283,0.760070079,0.101023871,0.709373531,0.128858793,0.098733984,0.622172527,0.461622108,0.13040299,0.339077788,0.401187326,0.751463944,0.480265527,#DIV/0!,0.655457249,0.461438873,0.312560857,0.5,0.615797411,0.663946855,0.748017923,0.117239695,0.728480658,0.295941011,0.514264274,0.357063404,0.37754355,0.43395564,0.075038325,0.487359402,0.542993884,0.336828845,0.601781777,0.48933327,0.417204301,0.498147265,0.109053791,0.344750291,0.666796525,0.307423275,0.234297388,0.053467203,0.696982278,0.521264648,0.569135054,0.179587043,0.676102013,0.331279314,0.458672518,0.516227613,0.621320847,0.360385261
nor,0.282017388,0.267538644,0.201258123,0.041754526,0.507104234,0.070205138,0.03709328,0.47550597,0.484605775,0.255768606,0.519717811,0.841629189,0.120044553,0.48310924,#DIV/0!,0.181964732,0.517274133,0.816942551,0.0625,0.157842778,0.17406889,0.205666598,0.737768948,0.688020272,0.956242665,0.908490228,0.9621802,0.950761461,0.017845531,0.726821564,0.032369719,0.932390213,0.013104867,0.882843692,0.88937145,0.897384481,0.922882195,1,0.507128127,0.653356188,0.833581067,0.853348822,0.585060009,0.784240928,0.326574479,0.178255725,0.201883511,0.602966974,0.733647242,0.099336905,0.00906831,0.331980746,0.477030659
nor,0.100406942,0.310939358,0.414085341,0.60622275,0.418037371,0.689404501,0.601009111,0.791120411,0.700662571,0.296717582,0.553643008,0.720233926,0.484220196,0.298965171,#DIV/0!,0.359111208,0.503282635,0.621226874,0.34375,0.323904882,0.359416362,0.42714608,0.675416675,0.515329824,0.797719035,0.877864153,0.82647386,0.826825764,0.093401279,0.662682484,0.071992451,0.681292686,0.113907767,0.906829152,0.884742042,0.663063063,0.669406024,0.795233348,0.975342957,0.593011025,0.814520125,0.78164557,0.314507938,0.501658182,0.367903627,0.356237645,0.348588658,0.622927039,0.499909269,0.068867277,0.002013976,0.669685613,0.380960704
nor,0.082094535,0.318370987,0.731518436,0.39271679,0.466935707,0.444732125,0.387239694,0.9682613,0.773802087,0.307036074,0.573115733,0.501008586,0.786693662,0.131977075,#DIV/0!,0.556005814,0.390735706,0.360272639,0.4375,0.544662872,0.610695257,0.71537479,0.627648919,0.517667182,0.850207953,0.869150861,0.80756396,0.871544807,0.212737601,0.674441902,0.199555377,0.769103573,0.228419999,0.549103152,0.732687443,0.542778262,0.499541402,0.41466078,0.811261544,0.606685107,0.63078896,0.520990226,0.278914669,0.764778378,0.345509653,0.48143717,0.478655197,0.920498755,0.525674457,0.152779608,0.477592368,0.277677666,0.069476534
nor,0.090768002,0.431034483,0.515914415,0.248089842,0.341075293,0.300637323,0.24053754,0.900561963,0.792631568,0.418752031,0.674064129,0.701376513,0.558434696,0.126196811,#DIV/0!,0.365548157,0.407116282,0.621226874,0.1875,0.27001508,0.343973598,0.469439058,0.785568967,0.517734419,0.805660482,0.843684624,0.829810901,0.84528255,0.093524607,0.743113571,0.090368929,0.724015947,0.104732372,1,0.756073116,0.889276373,0.830392193,0.552437924,0.453779252,0.617787993,0.800617878,0.790938952,0.693233581,0.855242992,0.396606175,0.530340859,0.328262825,0.800367277,0.347946446,0.119065554,0.069826175,0.185735191,0.692719432
nor,0.053448408,0.364447087,0.587538533,0.500272368,0.371481622,0.57030472,0.494023709,0.964670932,0.810050273,0.350503737,0.611431443,0.635482439,0.656529044,0.13439185,#DIV/0!,0.462877181,0.382200529,0.490749757,0.265625,0.412030559,0.479170747,0.587352953,0.722761275,0.599940946,0.761843997,0.807162523,0.791991101,0.798988441,0.119455364,0.684996842,0.095952234,0.750135765,0.133097248,0.72486741,0.664534911,0.965678582,0.787724254,0.580496605,0.702770555,1,0.75194544,0.687149495,0.596293224,0.769476619,0.231886801,0.403193749,0.491355714,0.76259524,0,0.150063918,0.264987636,0.409110586,0.215907564
nor,0.145294672,0.16587396,0.624975856,0.596075515,0.623311634,0.686417048,0.593541469,0.763435484,0.586004376,0.155021124,0.378944639,0.523196644,0.689172555,0.306436131,#DIV/0!,0.629642286,0.456931576,0.444011685,0.40625,0.512962988,0.538896998,0.597894266,0.696477484,0.701831839,0.674079336,0.717390858,0.709677419,0.700337899,0.197199897,0.595825259,0.185692539,0.722979611,0.190511336,0.404087957,0.837684341,0.621418192,0.712807719,0.415325452,0.809109657,0.891581285,0.520212177,0.464068258,0.077817458,0.775692556,0.12869818,0.1408731,0.316912074,0.918963798,0.191775551,0.26373604,0.53253545,0.309805469,0.158579568
nor,0.142053119,0.124256837,0.745272574,0.492897276,0.679077598,0.593407688,0.491149864,0.826045571,0.58176603,0.114234644,0.307741068,0.396299843,0.805471476,0.312701062,#DIV/0!,0.49347041,0.389217257,0.315481986,0.25,0.608379638,0.660737883,0.745713098,0.615189857,0.382207794,0.545080015,0.668866699,0.600667408,0.572315927,0.277149322,0.479280387,0.254649172,0.458375964,0.206479427,0.223318038,0.657901017,0.48831735,0.577466339,0.393866021,0.548641621,0.899177997,0.463524817,0.363843935,0.331616851,0.713335276,0.375308978,0.611183348,0.182669298,0.643101157,0.544206557,0.431363142,0.584634698,0.517018078,0.268556186
nor,0.113652872,0.193222354,0.761682575,0.430960571,0.589688038,0.513144792,0.427881737,0.896013082,0.669564524,0.18199545,0.42371935,0.42750366,0.81269991,0.150809793,#DIV/0!,0.779315636,0.595308452,0.337877313,0.65625,0.605399849,0.642538138,0.711560034,0.643076289,0.307575195,0.434572877,0.560196165,0.47942158,0.500194727,0.350295814,0.48363344,0.255706242,0.337822082,0.342674405,0.319825994,0.413783229,0.42179599,0.595736875,0.373356122,0.600197256,0.679223967,0.428754627,0.344776478,0.317819381,0.750748936,0.308097663,0.372416126,0.174811254,0.519150863,0.20644954,0.316647779,0.460961067,0.178516468,0.718047443
