Class,Energy,Contrast,Correlation,Variance,Homogeniety/IDM,Sum Avg,Sum Variance,Sum Entropy,Entropy,Diff Variance,Diff Entropy,Info Measure of Correl I,Info Measure of Correl II,Maximal Correl Coeff,Autocorrelation,Cluster Prominence,Cluster Shade,Dissimilarity,Max Prob,Inverse Diff,Inverse Diff Normalized,Inverse Moment Normalized,SRE,LRE,GLN,RLN,RP,LGRE,HGRE,SRLGE,SRHGE,LRLGE,LRHGE,m(L5E5/E5L5),m(L5R5/R5L5),m(E5S5_S5E5),m(S5S5),m(R5R5),m(L5S5/S5L5),m(E5E5),m(E5R5/R5E5),m(S5R5/R5S5),s(L5E5/E5L5),s(L5R5/R5L5),s(E5S5_S5E5),s(S5S5),s(R5R5),s(L5S5/S5L5),s(E5E5),s(E5R5/R5E5),s(S5R5/R5S5),Skewness,Kurtosis
nor,0.226259063,0.080856124,0.856175973,0.647584425,0.784711204,0.718084047,0.646544311,0.765432022,0.493438843,0.074098148,0.228355674,0.221204573,0.893041555,0.431450048,#DIV/0!,0.840219661,0.691705654,0.1781889,0.546875,0.76859085,0.805531927,0.862669537,0.515296665,0.587101758,0.507354583,0.613123436,0.532814238,0.525371549,0.403850366,0.3971799,0.311187884,0.591224103,0.361275801,0.165872117,0.429055505,0.462888695,0.385442272,0.177325167,0.620640186,0.798550781,0.373641106,0.265742669,0.351584152,0.696905435,0.342151495,0.136049823,0.241362924,0.931241471,0.367446928,0.338321857,0.7036045,0.297895458,0.438629984
nor,0.19030647,0.092449465,0.848300686,0.60255466,0.751734216,0.679346744,0.601319356,0.797407309,0.528227819,0.084579136,0.247839031,0.244310485,0.890933149,0.38038325,#DIV/0!,0.776401208,0.600807915,0.213242454,0.6875,0.709248667,0.764075471,0.845578811,0.532987841,0.28385427,0.426019519,0.577558701,0.429365962,0.477172596,0.49201483,0.431618373,0.300704549,0.326755837,0.549887299,0.601781777,0.308309073,0.325748329,0.354441061,0.21658833,0.855554559,0.736413573,0.287079945,0.245112963,0.304405727,0.730495342,0.320280013,0.04030386,0.249617122,0.637140841,0.478516509,0.457322135,0.682578477,0.603747196,0.08799439
nor,0.249200327,0.095124851,0.874890297,0.177258519,0.800419038,0.227942641,0.175843375,0.78771529,0.51203685,0.089860253,0.257262722,0.189126055,0.916293425,0.578609705,#DIV/0!,0.742861507,0.072903484,0.129503408,0.671875,0.831927217,0.85882689,0.898891664,0,0.891228805,0.137963593,0.241129622,0.088987764,0.21474261,0.873566924,0,1,0.529298229,0.668844945,0.329956498,0.274328258,0.164283638,0.326778442,0.266248872,0.150004483,0.36518758,0.192970184,0.205015222,0.305394137,0.684400268,0.62696323,0.732747976,0.336842872,0.912136636,0.593401392,0.74437123,0.912598009,0.394819593,0
nor,0.370710074,0.052318668,0.746528551,0.80264224,0.842622014,0.855706035,0.802080272,0.504257234,0.324348008,0.047123822,0.157631609,0.305339873,0.767829559,0.725396732,#DIV/0!,0.719634812,0.352494675,0.268743914,0.546875,0.653647072,0.707181255,0.793497084,0.471046824,0.581526093,0.408888252,0.513453587,0.44160178,0.470539019,0.41567843,0.327008485,0.310361188,0.547908145,0.358025212,0.540790179,0.241111058,0.800464981,0.548849837,0.161278071,0.521922353,0.606879894,0.36999796,0.313491428,1,0.655002775,0.223511439,0.511068147,0.30047366,1,0.434215744,0.524514685,0.619705432,0.526466415,0.164494602
nor,0.154662919,0.078775268,0.908860877,0.535593144,0.77157403,0.612029476,0.534600438,0.905781958,0.57447618,0.071254469,0.217055775,0.172503185,0.941828726,0.251355313,#DIV/0!,0.684087105,0.441456135,0.11976631,0.59375,0.834653407,0.867239602,0.912347382,0.315748512,0.776285643,0.113083532,0.233317999,0.13570634,0.144893595,0.709144371,0.064027062,0.724595222,0.40866668,0.612744148,0.485400155,0.011836014,0.371897704,0.271123014,0.170820871,0.273648346,0.306751334,0.150359943,0.161752924,0.314811336,0.348373101,0.714417255,0.247979133,0.059732057,0.612735174,0.4896627,0.607699756,0.652969138,1,0.308265065
nor,0.188910143,0.051129608,0.999453946,0.531233553,0.85441866,0.580661223,0.530654344,0.913765532,0.538361053,0.046473838,0.158270263,0.00616925,0.997732634,0.25174336,#DIV/0!,0.800072708,0.302171788,0,0.6875,1,1,0.996331384,0.526004201,0.547536377,0.069881153,0.099284821,0.060066741,0,0.945672715,0.178084463,0.784181279,0.146700213,0.873402258,0.872742983,0.077793156,0.09758791,0.01078622,0,0.551241818,0.089680159,0,0.000761096,0.955694008,0.427008949,0.931815652,0.683034317,0.091301504,0.629141711,0.798476557,0.780646225,0.867901389,0.458363006,0.047743352
nor,0.191826865,0.039536266,0.934942075,0.558188065,0.864874778,0.641505676,0.55793954,0.839521844,0.487431324,0.034855379,0.122084717,0.062465461,0.966804848,0.366552698,#DIV/0!,0.802785004,0.202101705,0.072054528,0.578125,0.891269399,0.917889331,0.952078927,0.391837936,0.645330055,0.264589578,0.39353358,0.300333704,0.252249676,0.669279421,0.191589522,0.652517947,0.344385209,0.575479268,0.433436625,0.326206271,0.225079919,0.135524819,0.089588378,0.61445351,0.458724532,0.17102387,0.114324627,0.265763722,0.811658059,0.549697954,0.738588169,0.353691153,0.932858486,0.759211132,0.699622374,0.924899696,0.201650652,0.544008285
nor,0.226944819,0.074019025,0.825084557,0.659660421,0.796239745,0.735112527,0.658763594,0.73304399,0.476278415,0.067517062,0.212437752,0.257171697,0.865598887,0.470279449,#DIV/0!,0.754816892,0.207317845,0.193768257,0.546875,0.75210691,0.788619775,0.85080992,0.60072979,0.506682123,0.462693344,0.540512249,0.496106785,0.484448687,0.391760978,0.497774191,0.244615121,0.451118372,0.359069566,0.645819677,0.383238677,0.629148503,0.412187695,0.306319138,0.308257868,0.706377342,0.365509603,0.30463868,0.494476008,0.722089576,0.380637064,0.678601094,0.121874157,0.705982637,0.335093499,0.716279512,0.723496991,0.418665937,0.485703997
nor,0.143074987,0.059453032,0.935061913,0.37387324,0.807232075,0.458374826,0.373246029,0.948371882,0.571712628,0.05281118,0.170482172,0.117192485,0.965165288,0.243873147,#DIV/0!,0.750444853,0.357533726,0.071080818,0.59375,0.895073385,0.919667275,0.950777636,0.66118814,0.418188702,0.156365762,0.230548358,0.175750834,0.132553153,0.667082368,0.351047428,0.504584624,0.125380621,0.615764873,0.315624814,0.045435021,0.200116245,0.167186411,0.031524474,0.429032547,0.423974444,0.072396608,0.096218555,0.397779936,0.595025878,0.987889668,0.722873369,0.056079595,0.600243411,0.584690459,0.930361377,0.829653376,0,0.724247154
nor,0.194402963,0.052021403,1,0.496037697,0.837528007,0.547102171,0.495444303,0.915747002,0.540144947,0.046555086,0.156551154,0,1,0.131829592,#DIV/0!,0.77654953,0.306004198,0,0.609375,0.994294021,0.998699065,1,0.775929735,0.289892031,0.063486417,0.078360246,0.028921023,0.015707389,1,0.384804192,0.680100961,0,1,0.825934092,0,0.109851787,0.005172983,0.014527845,0.275172599,0.340371655,0.006033051,0,0.509141836,0.645494783,0.958062083,0.722958691,0.06575564,0.754446462,0.570690353,1,1,0.433350356,0.101018468
nor,0.70936554,0,0.841376875,0.922464266,0.994905994,0.94274049,0.92275998,0.245403841,0.11223999,0,0,0.121878132,0.794174565,1,#DIV/0!,0.723518636,0.168896614,0.134371957,0.59375,0.828820628,0.85351474,0.895141975,0.642745441,0.643395096,0.599978615,0.639006597,0.592880979,0.584863134,0.421961527,0.461305441,0.49928717,0.673962941,0.337519456,0.593647578,0.544504367,0.420284801,0.268958433,0.076674738,0.666009146,0.476528108,0.246189269,0.160190675,0.321382742,0.726918685,0.730104397,0.742416085,0.264077596,0.638847815,0.510746588,0.633788454,0.845576149,0.378006687,0.515262728
cir,0.008375704,0.810344828,0.217771049,0.418622106,0.093236209,0.47390958,0.404150746,0.999040217,0.968763698,0.805004875,0.913666066,0.92537832,0.200726068,0.045480262,#DIV/0!,0.226103363,0.328316499,0.851996105,0.015625,0.103309921,0.133517609,0.185154003,0.736727259,0.664189317,0.928695891,0.915222705,0.946607341,0.95047036,0.018476178,0.770050257,0.033055165,0.900465636,0.012647626,0.773553424,0.936858684,0.636152281,0.813148916,0.822532403,0.92459428,0.506369551,0.912914226,0.857354591,0.746078613,0.836053865,0.487571438,0.576744111,0.462535925,0.947107031,0.486921848,0.151837867,0.121113661,0.629923546,0.149651173
cir,0.020990016,0.643281807,0.362738675,0.419000281,0.196159971,0.478291177,0.407601537,0.986339298,0.924997284,0.634546636,0.81987996,0.826479368,0.404666078,0.055234153,#DIV/0!,0.218451612,0.44987276,0.70593963,0.25,0.217393273,0.27058086,0.354627498,0.824664962,0.506673073,0.741444677,0.782305166,0.785317019,0.791099303,0.109508222,0.812267028,0.054924084,0.668446805,0.10824615,0.412430725,0.926215816,0.611333915,0.803096452,0.659782557,0.763292388,0.55510538,0.755297135,0.693278321,0.326376137,0.790585342,0.19887842,0.439817841,0.30452715,0.361540128,0.275183829,0.23288098,0.269340525,0.511774565,0.395855462
cir,0,1,0,0.415718897,0,0.473312089,0.397782568,0.9923835,1,1,1,1,0,0,#DIV/0!,0,0.459932386,1,0,0,0,0,0.635956767,0.68769351,1,1,1,1,0,0.714666614,0,0.966410432,0,0.481794887,1,0.767509445,1,0.936856098,0.909979378,0.876465776,1,1,0.13643699,0.825965314,0.073312121,0.620077643,0.143009243,0.421949365,0.229678917,0.151248203,0,0.415580318,0.399366267
cir,0.021558472,0.623365042,0.386094033,0.409826128,0.206781077,0.468631747,0.398789502,0.994469707,0.918773855,0.614153396,0.814638612,0.814462834,0.425273516,0.06320589,#DIV/0!,0.238848118,0.228218311,0.689386563,0.21875,0.239583192,0.286482287,0.373030632,0.49344062,0.850953393,0.839242353,0.858546296,0.857619577,0.876104713,0.072831411,0.503486078,0.168517121,1,0.030645917,0.392080329,0.929986159,0.547951177,0.766958946,0.767649433,0.886577602,0.570493591,0.842324619,0.752683865,0.388187978,0.789816056,0.291011069,0.689431171,0.479453593,0.938475377,0.351449584,0.290863847,0.476587925,0.852644242,0.355302215
cir,0.016101745,0.770511296,0.252287511,0.417987946,0.150002135,0.474108743,0.404248718,0.995954587,0.952876604,0.76600585,0.902178487,0.890974634,0.278153891,0.053812838,#DIV/0!,0.274988705,0.466521336,0.797468354,0.1875,0.178846215,0.192539782,0.226682533,0.652377779,0.692455801,0.911067693,0.944371651,0.93214683,0.924777562,0.028314352,0.676577474,0.059247309,0.925169452,0.01104841,0.346165306,0.848804467,0.660883464,0.980335327,0.74424346,1,0.657836301,0.869254758,0.793062009,0.367222663,0.825517052,0.12182198,0.308381726,0.369835849,0.619241004,0.351438746,0.131628872,0.087479418,0.466596743,0.144724952
cir,0.014518188,0.700951249,0.311973223,0.421007884,0.174146196,0.478888668,0.4085486,1,0.940401234,0.694182645,0.856938447,0.865523785,0.330192461,0.05237491,#DIV/0!,0.208037384,0.399119061,0.746835443,0.0625,0.195393554,0.235400581,0.298848904,0.912646432,0.51147038,0.833135559,0.848046697,0.873192436,0.869644414,0.054201805,0.85730228,0.004850769,0.724133247,0.069625945,0.573803707,0.867178924,0.699883755,0.894375757,0.6603048,0.976329239,0.858389497,0.848270234,0.78785451,0.232650754,0.877083325,0.127257129,0.867947069,0.418838352,0.627209362,0.442212682,0.116467544,0.328799424,0.767522931,0.653271657
cir,0.031260574,0.579369798,0.444342911,0.417930264,0.245087423,0.475004979,0.407694066,0.991595117,0.898291283,0.569792005,0.789668965,0.771256124,0.494701442,0.080851963,#DIV/0!,0.391364232,0.406763275,0.64459591,0.28125,0.285357824,0.331099347,0.417736924,0.632122167,0.675950584,0.816590504,0.838307656,0.832035595,0.86316868,0.109076804,0.663517383,0.072614712,0.827042476,0.098560285,0.650765747,0.870042476,0.912089509,0.937263822,0.744195983,0.715502555,0.840118431,0.80102591,0.813731774,0.410882186,0.802661129,0,0.281107859,0.37630499,0.833097213,0.338816794,0.164404129,0.28049296,0.511741873,0.61645526
cir,0.033331378,0.521403092,0.513169098,0.421494596,0.26906771,0.477096196,0.412315078,0.994048282,0.886352463,0.510237244,0.743404517,0.736751663,0.546432587,0.094100687,#DIV/0!,0.467345343,0.315928209,0.598831548,0.203125,0.305011752,0.371181482,0.479897112,0.53095664,0.781495181,0.806831923,0.841302493,0.847608454,0.833190931,0.077910868,0.536810408,0.074437878,0.938507565,0.051359139,0.488558489,0.85811101,0.812699797,0.796676083,0.709727959,0.863713799,0.84946823,0.805135379,0.741267425,0.468132617,0.80844194,0.290015066,0.099109002,0.505207882,0.918006327,0.354155205,0.13286493,0.305010507,0.818610114,0.594553393
cir,0.035124722,0.522889417,0.499550924,0.417470857,0.28782661,0.475204143,0.408271012,0.987248757,0.877453099,0.512755931,0.746900633,0.718129349,0.571341037,0.084354155,#DIV/0!,0.447324897,0.419078096,0.58812074,0.265625,0.328342866,0.385673563,0.479938594,0.816903725,0.701992443,0.859175697,0.82732579,0.868743048,0.874863516,0.08814512,0.785731669,0.114677707,0.881804788,0.075194737,0.404177343,0.781129194,0.65637896,0.717246946,0.582348194,0.933650139,0.651681016,0.743813937,0.649294985,0.470067586,0.761423364,0.303212417,0.339168122,0.248059646,0.640948478,0.387947121,0.187619586,0.177989288,0.546753666,0.401730182
cir,0.046306614,0.505648038,0.529980816,0.421309946,0.33008539,0.476797451,0.412418493,0.990812628,0.857500245,0.496831329,0.737710596,0.673347823,0.626954216,0.108627213,#DIV/0!,0.503623017,0.501519513,0.553067186,0.46875,0.380901273,0.425820745,0.500974259,0.74660675,0.549297041,0.768217824,0.813830782,0.780867631,0.807748518,0.13648035,0.710252426,0.068811688,0.706283021,0.148778067,0.62296645,0.912184413,0.711944202,0.744579374,0.660874519,0.644221286,0.642253302,0.767712978,0.733376062,0.672112195,0.739875912,0.867032539,0.512151774,0.504245908,0.821083988,0.495930651,0.272380801,0.540671555,0.713467108,0.503119889
cir,0.034290084,0.469678954,0.550491289,0.420569638,0.280864028,0.479286995,0.412347735,0.995533892,0.870134901,0.456451089,0.693678932,0.699258821,0.596060101,0.08751584,#DIV/0!,0.355476835,0.464588451,0.565725414,0.28125,0.308471567,0.397200417,0.53257899,0.966889421,0.549437878,0.952477736,0.908829211,0.944382647,0.950857905,0.035216996,0.93923081,0.003927552,0.840019194,0.052817874,0.339520887,0.761513864,0.766259808,0.771141358,0.534824099,0.691293822,0.749503292,0.822360176,0.707418683,0.294510723,0.791555494,0.055618119,0.251335044,0.653171427,0.921201628,0.407449232,0.014681096,0.360142861,0.586898548,0.402434988
cir,0.050892611,0.398929845,0.638635478,0.424694064,0.403906629,0.480481976,0.417757966,0.991412064,0.833525552,0.388365291,0.649853544,0.619083449,0.686130881,0.113775538,#DIV/0!,0.566066216,0.158134841,0.454722493,0.296875,0.465603362,0.5200201,0.610062757,0.655135782,0.628674122,0.593725491,0.652693646,0.649610679,0.647972045,0.212067171,0.546015336,0.138313365,0.668822412,0.201568997,0.413741732,0.911229895,0.489770416,0.518692446,0.505910839,0.799336501,0.706026725,0.661770278,0.554518507,0.580331611,0.871634784,0.13628672,0.334479989,0.463723958,0.558191445,0.206261603,0.168855756,0.313602182,0.557157419,0.343901142
cir,0.060337555,0.382282996,0.64703057,0.421683001,0.430993786,0.479486158,0.415058293,0.98782538,0.806674669,0.372278193,0.642214163,0.562273076,0.73905711,0.106009806,#DIV/0!,0.54853773,0.304035463,0.429406037,0.40625,0.505672015,0.548111953,0.627893838,0.237146199,0.867216743,0.732562239,0.798970199,0.73192436,0.772443921,0.212554617,0.327376275,0.333287239,0.917869652,0.141194854,0.256689113,0.900825657,0.447399012,0.575228382,0.403931064,0.583161481,0.40239199,0.652618694,0.52143086,0.299356667,0.380242944,0.24073933,0.327290756,0.637017763,0.343518216,0.434762881,0.101927415,0.466423347,0.673871342,0.109569024
cir,0.042196587,0.478002378,0.556503598,0.414571403,0.326937272,0.470324637,0.406186386,0.993521968,0.864278142,0.467500812,0.718149656,0.691590013,0.604525604,0.102456529,#DIV/0!,0.518659794,0.381487959,0.542356378,0.296875,0.380457475,0.431634922,0.524674956,0.811883374,0.534333147,0.709590395,0.743757522,0.751946607,0.763720563,0.134807859,0.707057527,0.111094503,0.671096425,0.152610778,0.594303081,0.83238677,0.520546353,0.675642954,0.444143759,0.65847754,0.797382056,0.716825508,0.619331838,0.501627569,0.723891261,0.126716874,0.371465707,0.345597302,0.719333672,0.31050161,0.194758661,0.177283632,0.525124011,0.183002409
cir,0.027076105,0.553507729,0.469336928,0.420443352,0.216674295,0.47789285,0.410682212,0.994140668,0.895186433,0.541111472,0.755357256,0.76212366,0.50889335,0.0797808,#DIV/0!,0.380472317,0.337126625,0.64946446,0.15625,0.245669569,0.316380437,0.43988014,0.662152562,0.744714139,0.833648421,0.837375166,0.870967742,0.854791403,0.058844741,0.65640332,0.038697539,0.917072304,0.03575404,0.556790418,0.823605212,0.499157222,0.768719962,0.735222903,0.484891957,0.685262379,0.792078342,0.80515943,0.059770026,0.738018375,0.305213217,0.604784584,0.373069128,0.112999173,0.19767661,0.045737666,0.228923212,0.591280544,0.436462726
cir,0.051215188,0.337395957,0.693575136,0.423021289,0.420229528,0.480979884,0.41721912,0.99713138,0.813960372,0.324585635,0.591890647,0.570377993,0.733279505,0.10636988,#DIV/0!,0.502142789,0.235182928,0.41285297,0.25,0.480882706,0.554516555,0.672688364,0.557956624,0.559777233,0.518100531,0.626399323,0.555061179,0.603352451,0.276021127,0.442398592,0.263581321,0.57200465,0.261739255,0.161909302,0.476781368,0.308718396,0.484426019,0.335089968,0.312382319,0.490046359,0.477281338,0.482134273,0.015828256,0.73946655,0.420609052,0.147082113,0.410961433,0,0.28501687,0.357974714,0.405190725,0.530119617,0.606954163
cir,0.050024137,0.356123662,0.666776644,0.413187037,0.392828166,0.472714599,0.407046363,0.993814798,0.81648298,0.342866428,0.602705115,0.578171897,0.725897122,0.09493694,#DIV/0!,0.44543036,0.487382811,0.439143135,0.3125,0.441448051,0.525779239,0.653249267,0.803653786,0.621720404,0.768178272,0.774807266,0.786429366,0.808685462,0.14022076,0.694043206,0.128696024,0.777959147,0.124905167,0.584321554,0.748436978,0.601656495,0.590673955,0.413283958,0.569981171,0.498071604,0.682201043,0.544023394,0.079453519,0.803718938,0.282730861,0.235714576,0.75770039,0.651952633,0.52597894,0.283564554,0.540071797,0.230602066,0.466706003
cir,0.078052181,0.262187872,0.772827656,0.41493456,0.521683841,0.472714599,0.410508039,0.983100084,0.754433823,0.250893728,0.513275824,0.439417034,0.832127022,0.128348217,#DIV/0!,0.627544028,0.55029575,0.310613437,0.515625,0.602166461,0.663166294,0.757589815,0.637328009,0.393910635,0.510566651,0.629350271,0.542825362,0.583005819,0.344207613,0.580799644,0.272654275,0.433815883,0.3773403,0.659287289,0.664344008,0.344725371,0.378655024,0.377059298,0.83923608,0.553274378,0.551018624,0.435467073,0.230933795,0.761831655,0.18888139,0.489631644,0.301153025,0.923647827,0.409306509,0.390219043,0.416846622,0.717365287,0.792309674
cir,0.059507428,0.334720571,0.697065033,0.409384128,0.445527293,0.466938857,0.403628229,0.99229148,0.8072424,0.32320442,0.587453699,0.554561788,0.747222497,0.108762731,#DIV/0!,0.577537803,0.493287916,0.394352483,0.359375,0.508588404,0.577092778,0.680488619,0.656824801,0.577568214,0.635944917,0.715289158,0.668520578,0.684192907,0.216168952,0.588644041,0.227036401,0.664093923,0.192859391,0.266700435,0.690115974,0.374949143,0.455956268,0.515501116,0.821751995,0.624099108,0.669901781,0.572183945,0.191765635,0.767884975,0.426751034,0.46433758,0.549172945,0.901236169,0.774183871,0.130074582,0.272753193,0.858241111,0.993629236
cir,0.047583385,0.400713436,0.615634175,0.409505635,0.399357326,0.469727146,0.402550537,0.991776518,0.838676853,0.38999025,0.658575621,0.632402351,0.672083895,0.081104524,#DIV/0!,0.41264613,0.508623913,0.458617332,0.296875,0.46890015,0.516152321,0.60624358,0.787859855,0.50964177,0.55882627,0.639712926,0.618464961,0.624364161,0.220401064,0.66625875,0.173239445,0.541672729,0.206481169,0.141111972,0.526941249,0.311304853,0.665040173,0.612400893,0.354344123,0.722739491,0.596281076,0.643206217,0.339091903,0.761065502,0.459957961,0.476533339,0.501752642,0.927334497,0.373323099,0.236718999,0.339413369,0.197059767,0.602454099
cir,0.057046374,0.335909631,0.700808461,0.420816748,0.419638726,0.477295359,0.415036522,0.99214885,0.800843958,0.323041924,0.590041479,0.541736867,0.757771942,0.123242014,#DIV/0!,0.588606314,0.423982948,0.41187926,0.375,0.47980491,0.555115319,0.674997697,0.726071052,0.530034763,0.688259468,0.709125345,0.717463849,0.752949999,0.186188118,0.672783908,0.181960801,0.662510752,0.179256109,0.560872415,0.784231375,0.586748038,0.485600029,0.689977686,0.912489913,0.564611009,0.658185422,0.579754847,0.397449826,0.758232122,0.585222,0.595388064,0.637807525,0.674927714,0.746257609,0.207034893,0.584105107,0.740168482,0.141160618
cir,0.056870424,0.352853746,0.685684969,0.415257101,0.414852859,0.471021709,0.409163646,0.992032001,0.813819045,0.340672733,0.604147945,0.571283489,0.732265493,0.125577074,#DIV/0!,0.637339986,0.502274225,0.422590068,0.421875,0.47162634,0.546152211,0.659747261,0.711664286,0.599808996,0.765900074,0.782476776,0.776418242,0.79485483,0.15510907,0.708590971,0.119533066,0.73827536,0.151344246,0.359394553,0.815969074,0.618744551,0.581208497,0.539856621,0.728951852,0.805056683,0.656553292,0.562730332,0.144320922,0.719465222,0.499276853,0.418291047,0.648265292,0.911576759,0.302188798,0.251170614,0.483975868,0.752650174,0.30736525
cir,0.062832445,0.322829964,0.702065889,0.419412587,0.45732394,0.479087831,0.41388263,0.986265397,0.79538025,0.311342216,0.57601105,0.532129314,0.765206739,0.116919154,#DIV/0!,0.538684884,0.492115478,0.380720545,0.453125,0.523487349,0.59101278,0.693447878,0.801933098,0.450155782,0.74647382,0.772430943,0.743047831,0.775865207,0.18863286,0.727613494,0.110311004,0.635730153,0.214531584,0.387372624,0.79916957,0.423626853,0.406978024,0.678773204,0.874562898,0.503136079,0.693043047,0.565654543,0.634494576,0.783673341,0.288746778,0.254302752,0.683448163,0.580816463,0.715856782,0.311336529,0.374386176,0.790298045,0.164717358
cir,0.06480174,0.320451843,0.71829118,0.42277725,0.451219381,0.478888668,0.417278992,0.987604604,0.792860363,0.30841729,0.574519193,0.526334614,0.769881479,0.126755574,#DIV/0!,0.633021281,0.214728457,0.384615385,0.4375,0.516196376,0.585587215,0.693181492,0.524799827,0.765139755,0.827617015,0.825263677,0.819799778,0.844304268,0.174564525,0.58886541,0.231016543,0.897751222,0.147536037,0.369674036,0.928411206,0.418395815,0.506878967,0.719318236,0.39325742,0.278312361,0.659263793,0.553116488,0.081321684,0.738431169,0.31574206,0.555821071,0.740244757,0.640558085,0.484885384,0.256875005,0.540856321,0.5371405,0.196700187
cir,0.084077364,0.241973841,0.79750658,0.409235316,0.557287294,0.465743876,0.405174009,0.981355005,0.738006491,0.231556711,0.489148368,0.396836456,0.858729285,0.131915366,#DIV/0!,0.697811596,0.687948865,0.277507303,0.546875,0.646736497,0.699670859,0.781645513,0.75660991,0.401467529,0.556777004,0.659720734,0.590656285,0.598561986,0.291539673,0.588060467,0.238571441,0.471726967,0.301140651,0.109051904,0.780461032,0.234786399,0.271233078,0.572520534,0.672823456,0.423935486,0.629623153,0.461144047,0.335095964,0.810332197,0.556101169,0.612035196,0.870265753,0.93283829,0.728315078,0.54092384,0.76205593,0.252158903,0.793308886
cir,0.047084858,0.422116528,0.601872146,0.410796481,0.372964088,0.469129655,0.403443171,0.989814169,0.841723855,0.411114722,0.67267776,0.634973636,0.670143861,0.093388435,#DIV/0!,0.465084549,0.501751368,0.485881207,0.28125,0.432762283,0.487236543,0.583386579,0.995539424,0.397503753,0.873393198,0.821777342,0.843159066,0.908450471,0.126657032,1,0.069513822,0.659151401,0.138933911,0.604791133,0.934997375,0.382214473,0.531166306,0.858139866,0.572760692,0.883906658,0.811722188,0.863883993,0.231029741,0.812877039,0.090805144,0.575703142,0.948727946,0.812425982,0.093442744,0.136700699,0.478567262,0.772158869,0.272210232
cir,0.035178861,0.48156956,0.52909711,0.420542333,0.293553551,0.480880303,0.412108248,0.992235142,0.872734605,0.469775756,0.708581355,0.705997667,0.587369743,0.067358868,#DIV/0!,0.333250561,0.142693668,0.561830574,0.21875,0.328379094,0.405739886,0.524576335,0.716494445,0.782939614,0.852904779,0.821698597,0.86429366,0.874697705,0.084182871,0.679451624,0.109223478,0.942863382,0.058081526,0.423663667,0.792678853,0.441702993,0.646256008,0.815363434,0.346274545,0.552806888,0.826702807,0.849983977,0.107250316,0.598642798,0.283118446,0.531202702,0.729509625,0.326446292,0.606621641,0.032242116,0.243291753,0.687047496,0.449897257
cir,0.050098578,0.377526754,0.655784174,0.423340417,0.3611359,0.480282812,0.416800017,0.989358285,0.824916373,0.363665908,0.622039218,0.596571258,0.708832382,0.109657374,#DIV/0!,0.513577038,0.227627444,0.47030185,0.359375,0.405246784,0.492396918,0.62796539,0.574200281,0.591191996,0.541900532,0.625931125,0.575083426,0.635681038,0.274983123,0.492838685,0.227912711,0.642924768,0.265537087,0.007240331,0.659953229,0.283231619,0.592324907,0.632388549,0.6439523,0.740114535,0.576025181,0.60943759,0.01521086,0.664741021,0.63574907,0.338793669,0.429559344,0.346375442,0.418788283,0.261080578,0.456766812,0.680302539,1
cir,0.069683244,0.263376932,0.770712873,0.416239741,0.492083042,0.474307907,0.411792561,0.989592684,0.762815401,0.250731232,0.503315601,0.45589,0.821721579,0.120424867,#DIV/0!,0.595065633,0.41625753,0.328140214,0.375,0.559118019,0.639862882,0.756725604,0.867002865,0.470798987,0.64106646,0.665453165,0.677419355,0.672605921,0.238982834,0.774520959,0.190516369,0.543449599,0.258116539,0.307073476,0.645969551,0.540395234,0.449315772,0.535393819,0.202905048,0.394912151,0.722975139,0.662473963,0.129572115,0.775865648,0.355424241,0.62143465,0.778289681,0.86538076,0.368927349,0,0.65028986,0.528863005,0.247792662
cir,0.056191434,0.340665874,0.686932966,0.418980484,0.41351961,0.477693687,0.413120625,0.99317415,0.80762181,0.327754306,0.591612909,0.559587976,0.742198674,0.108100511,#DIV/0!,0.50622798,0.452567907,0.417721519,0.390625,0.468646551,0.548675691,0.670887161,0.599956039,0.645769692,0.763385509,0.794603449,0.784204672,0.798057372,0.147665134,0.608941256,0.097009616,0.792556596,0.131647109,0.625469281,0.766715983,0.637372857,0.515830796,0.699615439,0.672913118,0.606879894,0.744717438,0.68983336,0.154517518,0.808963583,0.334006641,0.67433882,0.961582946,0.600087786,0.704001775,0.129039637,0.5330582,0.802701169,0.518600373
cir,0.078104064,0.22294887,0.813635626,0.413040273,0.550158839,0.470922127,0.409332375,0.991547917,0.735296707,0.211244719,0.454532856,0.390777842,0.862175071,0.129556476,#DIV/0!,0.646843188,0.574539666,0.271665044,0.46875,0.626321772,0.700277962,0.802143653,0.979766485,0.446551024,0.735413604,0.713386402,0.73192436,0.734675689,0.241969277,0.902492966,0.14951557,0.579365127,0.255477896,0.344615935,0.76790913,0.336501017,0.303041421,0.523477187,0.619564243,0.566403054,0.595698173,0.440033648,0.339920517,0.810935894,0.408760581,0.381281732,0.685306272,0.576320082,0.245155137,0.376613201,0.603109737,0.669620602,0.240386975
